,County,State,annual_ghg_emissions,annual_operating_cost,total_annual_cost,annual_fuel_use,total_vehicle_count,vehicle_split_BEV,vehicle_split_FFV,vehicle_split_SIDI,vehicle_pc_BEV,vehicle_pc_FFV,vehicle_pc_SIDI,efuels_area,census_area,census_totpop,census_urbpop,census_rurpop,pct_rural,pop_density,county_class,ghg_globalrank,popden_globalrank,censusarea_globalrank,ghg_staterank,popden_staterank,censusarea_staterank,median_household_income_2018,household_income_ID,annual_vmt,Efuel Station Count,e85_area,E85 Station Count
352,Grayson,TX,482663680000.0,38510490.0,854062970.0,27611475.1,136155.0,79024.619,0.0,57130.381,58.0,0.0,42.0,58.040188599605635,932.804,120877,68718,52159,43.2,129.58456438866043,suburban,71.0,74.0,163.0,33.0,38.0,95.0,"$51,403",6,12492.615,4.0,0.0,0.0
353,Gregg,TX,396525870000.0,24122927.1,771282680.0,15896461.8,130444.004,111422.25,0.0,19021.754,85.4,0.0,14.6,85.41768543474473,273.303,121730,105464,16266,13.4,445.40308741579867,suburban,80.0,33.0,390.0,37.0,14.0,247.0,"$50,610",6,12492.615,3.0,0.0,0.0
354,Guadalupe,TX,364303320000.0,23526705.2,936161480.0,15625337.3,159364.99500000002,136313.17,23051.825,0.0,85.5,14.5,0.0,85.53520201628571,711.3,131533,97121,34412,26.2,184.91916209756783,suburban,83.0,59.0,303.0,39.0,30.0,212.0,"$73,864",6,12492.615,4.0,22.727513278839307,2.0
355,Hansford,TX,28424695900.0,2258897.95,42334071.0,1665566.09,6503.0,2601.2,0.0,3901.8,40.0,0.0,60.0,40.0,919.81,5613,3349,2264,40.3,6.102347223883194,suburban,320.0,327.0,179.0,186.0,194.0,110.0,"$57,240",6,12492.615,,0.0,0.0
356,Hays,TX,488627740000.0,25952682.0,1118234700.0,15394063.0,195461.0,195461.0,0.0,0.0,100.0,0.0,0.0,100.0,677.9780000000001,157107,107285,49822,31.7,231.72875816029426,suburban,69.0,48.0,314.0,31.0,23.0,220.0,"$68,180",6,12492.615,14.0,45.822178061490234,5.0
357,Hemphill,TX,26600989500.0,1957039.95,36676942.0,1442995.51,5634.0,2253.6,0.0,3380.4,40.0,0.0,60.0,40.0,906.2860000000001,3807,2781,1026,27.0,4.200660718581109,suburban,330.0,347.0,200.0,194.0,209.0,131.0,"$66,849",6,12492.615,,0.0,0.0
358,Hood,TX,235952688000.0,11112158.1,427971730.0,7685973.300000003,72008.0,56899.732,15108.268,0.0,79.0,21.0,0.0,79.01862634673907,420.64099999999996,51182,34371,16811,32.8,121.67620369864088,suburban,111.0,78.0,379.0,54.0,40.0,241.0,"$60,917",6,12492.615,2.0,28.01412127312881,1.0
359,Howard,TX,62918138000.0,9352054.4,195622720.0,6775060.1,30813.0,16103.34,0.0,14709.66,52.3,0.0,47.7,52.26151180598544,900.791,35012,27987,7025,20.1,38.868061514824184,suburban,242.0,164.0,210.0,132.0,89.0,141.0,"$50,423",6,12492.615,1.0,0.0,0.0
360,Hutchinson,TX,47361275000.0,8333572.300000003,156179710.0,6144640.42,23991.0,9596.4,1.5020174e-13,14394.6,40.0,0.0,60.0,40.0,887.419,22150,17152,4998,22.6,24.96002452054779,suburban,274.0,208.0,234.0,153.0,117.0,165.0,"$54,351",6,12492.615,,0.0,0.0
361,Johnson,TX,497944806000.0,36807722.0,1107430790.0,26987750.4,180008.0,112420.55,44182.478,23404.972,62.5,24.5,13.0,62.453085160983655,724.692,150934,93769,57165,37.9,208.27330783284484,suburban,67.0,54.0,295.0,29.0,28.0,210.0,"$62,635",6,12492.615,5.0,24.544730222740725,1.0
362,Kaufman,TX,500360194700.0,41342911.61,836526205.7,30180861.52,130657.9994,62715.732,1194.2344,66748.033,48.0,0.9,51.1,47.999917440737846,780.699,103350,52897,50453,48.8,132.38136592976295,suburban,66.0,71.0,279.0,28.0,37.0,203.0,"$67,434",6,12492.615,,0.9140155113169941,0.0
363,Kerr,TX,282366163000.0,13842018.5,370139795.0,9896829.2,60149.0,39076.5,6592.076999999998,14480.423,65.0,11.0,24.1,64.9661667771413,1103.318,49625,29228,20397,41.1,44.97796646116532,suburban,99.0,149.0,104.0,50.0,81.0,48.0,"$53,704",6,12492.615,3.0,10.959578700439833,2.0
364,Llano,TX,61910024000.0,7585590.0,176982898.0,5386919.4,28492.0,17859.843,1.5020174e-13,10632.157,62.7,0.0,37.3,62.68371139235962,934.034,19301,10581,8720,45.2,20.664129999550337,suburban,244.0,231.0,161.0,134.0,131.0,93.0,"$54,019",6,12492.615,4.0,0.0,0.0
365,Lubbock,TX,746130388000.0,46217533.9,1507526030.0,34083073.2,246175.995,156730.35,72394.086,17051.558999999994,63.7,29.4,6.9,63.665976600984976,895.5980000000001,278831,247224,31607,11.3,311.33464865414106,suburban,54.0,40.0,224.0,21.0,19.0,155.0,"$50,377",6,12492.615,7.0,29.40745083081685,5.0
366,Moore,TX,95174934000.0,7089830.4,149194787.0,5130915.64,23530.0,12441.861,1.682701e-13,11088.139,52.9,0.0,47.1,52.87658672609417,899.691,21904,18221,3683,16.8,24.34613661801663,suburban,205.0,211.0,218.0,108.0,118.0,149.0,"$53,785",6,12492.615,2.0,0.0,0.0
367,Nueces,TX,942862007000.0,47042462.0,1701021181.0,33249215.7,283535.999,210916.41,65012.49,7607.099,74.4,22.9,2.7,74.38787691887731,838.482,340223,318288,21935,6.4,405.76064840986453,suburban,45.0,35.0,262.0,15.0,16.0,189.0,"$53,034",6,12492.615,16.0,22.929183702941824,4.0
368,Randall,TX,279016640000.0,41250704.2,868883490.0,29848283.4,137062.0,72606.47099999999,0.0,64455.529,53.0,0.0,47.0,52.97345067141232,911.544,120725,103370,17355,14.4,132.4401235705572,suburban,100.0,70.0,190.0,51.0,36.0,121.0,"$69,600",6,12492.615,2.0,0.0,0.0
369,Reagan,TX,21496011700.0,1711487.21,34842725.0,1245550.66,5456.0,2696.1033,0.0,2759.8967,49.4,0.0,50.6,49.4153835643364,1175.3010000000002,3367,2919,448,13.3,2.864798038970441,suburban,342.0,364.0,95.0,201.0,222.0,41.0,"$65,273",6,12492.615,1.0,0.0,0.0
370,San Patricio,TX,290496221000.0,17631057.3,425718712.0,13013668.6,67533.0,35463.684,11001.633,21067.683,52.5,16.3,31.2,52.513117506493074,693.451,64804,52070,12734,19.7,93.45144790331257,suburban,97.0,91.0,313.0,48.0,45.0,219.0,"$53,559",6,12492.615,1.0,16.290751778676704,1.0
371,Scurry,TX,83090615400.0,6329587.89,130585424.0,4735124.09,20163.0,8065.2,2644.523,9453.277,40.0,13.1,46.9,40.0,905.444,16921,11557,5364,31.7,18.688069057832397,suburban,218.0,242.0,201.0,116.0,139.0,132.0,"$53,059",6,12492.615,,13.115721907836605,1.0
372,Smith,TX,677246440000.0,54217709.0,1358738380.0,37947560.0,221562.998,152222.05,0.0,69340.948,68.7,0.0,31.3,68.70373302508014,921.454,209714,143428,66286,31.6,227.59030836048245,suburban,57.0,50.0,177.0,24.0,25.0,108.0,"$56,848",6,12492.615,7.0,0.0,0.0
373,Sutton,TX,19753482400.0,1985871.03,37217265.0,1464253.66,5717.0,2286.8,1.682701e-13,3430.2,40.0,0.0,60.0,40.0,1453.9260000000002,4128,3352,776,18.8,2.839209148195988,suburban,346.0,365.0,67.0,205.0,223.0,26.0,"$54,774",6,12492.615,,0.0,0.0
374,Tom Green,TX,496080980000.0,37564672.2,749282720.0,27429617.9,116796.0,55123.075,0.0,61672.925,47.2,0.0,52.8,47.19602966594197,1521.9720000000002,110224,92984,17240,15.6,72.42183167627262,suburban,68.0,108.0,57.0,30.0,54.0,17.0,"$51,393",6,12492.615,2.0,0.0,0.0
375,Victoria,TX,356476420000.0,24574540.2,564947200.0,17501469.5,90696.0,55654.83900000001,0.0,35041.161,61.4,0.0,38.6,61.3641608640009,882.143,86793,63683,23110,26.6,98.38880997752064,suburban,84.0,89.0,237.0,40.0,44.0,168.0,"$51,646",6,12492.615,3.0,0.0,0.0
376,Ward,TX,56487959730.0,4516850.614,98765808.1,3264461.43,15656.99998,8601.1893,335.31088,6720.4998,54.9,2.1,42.9,54.93510451046394,835.602,10658,7686,2972,27.9,12.754876125236654,suburban,254.0,275.0,264.0,140.0,159.0,191.0,"$53,621",6,12492.615,1.0,2.1416036420825213,0.0
377,Winkler,TX,52208661000.0,3838134.15,72111824.0,2828920.06,11084.0,4467.2401,0.0,6616.7599,40.3,0.0,59.7,40.303501664984275,841.107,7110,5821,1289,18.1,8.453145675877147,suburban,265.0,309.0,260.0,147.0,181.0,187.0,"$56,781",6,12492.615,,0.0,0.0
378,Yoakum,TX,52753436000.0,3881080.47,72735440.0,2861659.22,11173.0,4469.2,0.0,6703.8,40.0,0.0,60.0,40.0,799.7080000000001,7879,4938,2941,37.3,9.852346106328806,suburban,263.0,295.0,270.0,145.0,174.0,196.0,"$61,560",6,12492.615,,0.0,0.0
379,Bexar,TX,4591310870000.0,229804177.0,9398634600.0,147145628.0,1615123.03,1465582.5,149540.53,0.0,90.7,9.3,0.0,90.74122959555169,1239.82,1714773,1636938,77835,4.5,1383.082221612815,urban,10.0,13.0,91.0,4.0,4.0,37.0,"$54,210",6,11502.96,87.0,55.50343267249838,14.0
380,Dallas,TX,13171734000000.0,281962370.0,12149038000.0,167248480.0,2123582.0,2123582.0,0.0,0.0,100.0,0.0,0.0,100.0,871.279,2368139,2351839,16300,0.7,2718.003073642312,urban,2.0,4.0,248.0,1.0,1.0,177.0,"$59,838",6,11502.96,224.0,76.39868858065736,9.0
381,Galveston,TX,1577724690000.0,46506504.0,1768420650.0,32656704.0,296144.004,226158.14,69985.864,0.0,76.4,23.6,0.0,76.36762396470786,378.358,291309,273394,17915,6.1,769.9295376336697,urban,32.0,19.0,385.0,12.0,8.0,244.0,"$71,959",6,11502.96,20.0,61.51920096868726,5.0
382,Harris,TX,5766851200000.0,471600280.0,20320051000.0,279733890.0,3551828.0,3551828.0,0.0,0.0,100.0,0.0,0.0,100.0,1703.477,4092459,4042806,49653,1.2,2402.413767597821,urban,7.0,6.0,51.0,3.0,2.0,14.0,"$60,241",6,11502.96,203.0,87.52012515042259,47.0
383,Tarrant,TX,10628574000000.0,227521900.0,9803337500.0,134956640.0,1713567.0,1713567.0,0.0,0.0,100.0,0.0,0.0,100.0,863.6080000000001,1809034,1785730,23304,1.3,2094.73974303156,urban,4.0,7.0,251.0,2.0,3.0,180.0,"$66,059",6,11502.96,100.0,81.79615950853449,13.0
384,Brooks,TX,31143809600.0,2044517.5,41398670.0,1429721.62,6386.0,2554.4,0.0,3831.6,40.0,0.0,60.0,40.0,943.3639999999999,7223,4929,2294,31.8,7.656641550875378,suburban,312.0,314.0,156.0,181.0,183.0,88.0,"$30,116",4,11692.865,,0.0,0.0
385,Starr,TX,249722800000.0,17849028.0,361418290.0,12481742.9,55751.0,22300.4,0.0,33450.6,40.0,0.0,60.0,40.0,1223.1789999999999,60968,46515,14453,23.7,49.84389038726139,suburban,110.0,137.0,93.0,53.0,73.0,39.0,"$30,490",4,11692.865,,0.0,0.0
386,Willacy,TX,77064591000.0,5059108.300000002,102439990.0,3537811.0,15802.0,6320.8,0.0,9481.2,40.0,0.0,60.0,40.0,590.554,22134,14481,7653,34.6,37.48006109517504,suburban,225.0,170.0,336.0,122.0,93.0,230.0,"$33,171",4,11692.865,,0.0,0.0
387,Zapata,TX,48091915000.0,3850518.6,77967710.0,2692649.88,12027.0,4810.8,0.0,7216.2,40.0,0.0,60.0,40.0,998.4119999999999,14018,10719,3299,23.5,14.04029599003217,suburban,272.0,269.0,136.0,151.0,155.0,73.0,"$33,160",4,11692.865,,0.0,0.0
388,Zavala,TX,44605067000.0,2807449.7,56846999.0,1963236.62,8769.0,3507.6,0.0,5261.4,40.0,0.0,60.0,40.0,1297.406,11677,7236,4441,38.0,9.00026668598727,suburban,281.0,302.0,84.0,157.0,177.0,32.0,"$30,076",4,11692.865,,0.0,0.0
389,Collin,TX,3416756460000.0,128522853.0,4946185200.0,90936975.0,826681.0,619858.56,206822.44,0.0,75.0,25.0,0.0,74.98158973377595,841.225,782341,741325,41016,5.2,930.0020802995633,urban,15.0,16.0,259.0,5.0,6.0,186.0,"$96,936",7,11359.21,76.0,49.46985939289021,10.0
390,Denton,TX,3265682470000.0,100947205.0,4118205680.0,66496214.0,702929.9990000001,609826.75,93103.249,0.0,86.8,13.2,0.0,86.75497581294748,878.432,662614,616855,45759,6.9,754.3145058467816,urban,16.0,20.0,242.0,6.0,9.0,172.0,"$88,384",7,11359.21,32.0,52.39435320516238,10.0
391,Travis,TX,1582031700000.0,129375030.0,5679325300.0,76739949.0,993149.0,993149.0,0.0,0.0,100.0,0.0,0.0,100.0,990.202,1024266,968305,55961,5.5,1034.4010616015719,urban,31.0,15.0,139.0,11.0,5.0,76.0,"$76,255",7,11359.21,267.0,50.58124594627229,5.0
392,El Paso,TX,2230240710000.0,178972775.0,4244152300.0,123092749.0,674628.0,366235.2,0.0,308392.8,54.3,0.0,45.7,54.28698472199975,1012.693,800647,783238,17409,2.2,790.6117648685239,urban,23.0,17.0,130.0,9.0,7.0,70.0,"$43,948",5,10288.33,27.0,16.99528598314222,3.0
393,Glasscock,TX,6629457500.0,1064452.0,18756816.0,812558.81,2703.0,0.0,0.0,2703.0,0.0,0.0,100.0,0.0,900.2180000000001,1226,0,1226,100.0,1.361892341632804,rural,384.0,384.0,214.0,240.0,239.0,145.0,"$83,330",7,12982.91,,0.0,0.0
394,Kendall,TX,191032361000.0,19676060.1,430697502.0,15006379.8,65139.0,16028.639,10760.027,38350.334,24.6,16.5,58.9,24.60682431147637,662.453,33410,13979,19431,58.2,50.433766621933934,rural,133.0,136.0,317.0,64.0,72.0,222.0,"$90,937",7,12982.91,4.0,16.518563196752144,1.0
395,Loving,TX,374342060.0,92543.925,1630725.7,70644.218,235.0,0.0,0.0,235.0,0.0,0.0,100.0,0.0,668.925,82,0,82,100.0,0.12258474417909332,rural,399.0,399.0,316.0,254.0,254.0,221.0,"$78,637",7,12982.91,,0.0,0.0
396,Washington TX,TX,136723961000.0,11716999.2,275983024.0,8822321.2,42573.9998,15043.741000000002,6659.6528,20870.606,35.3,15.6,49.0,35.335513028919564,603.9540000000001,33718,15682,18036,53.5,55.82875517009572,rural,166.0,128.0,332.0,82.0,67.0,228.0,"$95,840",7,12982.91,3.0,15.642534971848669,1.0
397,Hall,TX,17158285000.0,1006564.2,20806564.0,768369.65,3025.0,0.0,0.0,3025.0,0.0,0.0,100.0,0.0,883.492,3353,0,3353,100.0,3.795167358617849,rural,358.0,353.0,236.0,216.0,214.0,167.0,"$32,597",4,10741.12,,0.0,0.0
398,Rockwall,TX,520285470000.0001,24068665.00000001,556845430.0000001,14276542.000000007,95339.0,95339.0,0.0,2.069119e-11,100.0,0.0,0.0,100.0,127.036,78337,65775,12562,16.0,616.6519726691647,suburban,65.0,25.0,398.0,27.0,11.0,254.0,"$102,858",8,12785.6,6.0,3.7384517310863217,0.0
