,County,State,annual_ghg_emissions,annual_operating_cost,total_annual_cost,annual_fuel_use,total_vehicle_count,vehicle_split_BEV,vehicle_split_FFV,vehicle_split_SIDI,vehicle_pc_BEV,vehicle_pc_FFV,vehicle_pc_SIDI,efuels_area,census_area,census_totpop,census_urbpop,census_rurpop,pct_rural,pop_density,county_class,ghg_globalrank,popden_globalrank,censusarea_globalrank,ghg_staterank,popden_staterank,censusarea_staterank,median_household_income_2018,household_income_ID,household_income,annual_vmt
355,Smith,TX,359736130000.0,29418421.0,1267564600.0,17449798.0,221563.0,221563.0,0.0,0.0,100.0,0.0,0.0,68.70373302508014,921.454,209714,143428,66286,31.6,227.59030836048245,suburban,85.0,50.0,177.0,39.0,25.0,108.0,"$56,848",6,"$50,000 to $74,999",12396.86
356,Somervell,TX,30748442000.0,6032160.4,86541251.0,4604702.6,12300.0,0.0,0.0,12300.0,0.0,0.0,100.0,0.0,186.463,8490,0,8490,100.0,45.531821326483005,rural,316.0,147.0,396.0,182.0,80.0,253.0,"$63,929",6,"$50,000 to $74,999",12396.86
357,Sterling,TX,6222184700.0,1220654.2,17512291.0,931797.14,2489.0,0.0,0.0,2489.0,0.0,0.0,100.0,0.0,923.451,1143,0,1143,100.0,1.237748402459903,rural,385.0,386.0,175.0,241.0,241.0,106.0,"$59,064",6,"$50,000 to $74,999",12396.86
358,Sutton,TX,30224677500.0,1168013.58,34210439.4,788256.49,5717.0,4573.6,0.0,1143.4,80.0,0.0,20.0,40.0,1453.926,4128,3352,776,18.8,2.839209148195988,suburban,317.0,365.0,67.0,183.0,223.0,26.0,"$54,774",6,"$50,000 to $74,999",12396.86
359,Tarrant,TX,10628574000000.0,227521900.0,9803337500.0,134956640.0,1713567.0,1713567.0,0.0,0.0,100.0,0.0,0.0,100.0,863.608,1809034,1785730,23304,1.3,2094.7397430315605,urban,4.0,7.0,251.0,2.0,3.0,180.0,"$66,059",6,"$50,000 to $74,999",12396.86
360,Tom Green,TX,669066539000.0,20856174.4,687854470.0,13619269.5,116795.995,101841.47,0.0,14954.525,87.2,0.0,12.8,47.19602966594198,1521.972,110224,92984,17240,15.6,72.42183167627262,suburban,54.0,108.0,57.0,21.0,54.0,17.0,"$51,393",6,"$50,000 to $74,999",12396.86
361,Upton,TX,29592613000.0,2339791.6,33568155.0,1786100.5,4771.0,0.0,0.0,4771.0,0.0,0.0,100.0,0.0,1241.323,3355,0,3355,100.0,2.702759311831561,rural,320.0,367.0,90.0,186.0,225.0,36.0,"$53,867",6,"$50,000 to $74,999",12396.86
362,Van Zandt,TX,356413748000.0,28217305.9,436754153.0,21350839.34,63639.0,8367.298,0.0,55271.702000000005,13.1,0.0,86.9,13.14806641247898,842.557,52579,13135,39444,75.0,62.40408660779033,rural,86.0,120.0,258.0,40.0,63.0,185.0,"$51,152",6,"$50,000 to $74,999",12396.86
363,Victoria,TX,226728510000.0,12042323.0,518872910.0,7143010.5,90696.0,90696.0,0.0,0.0,100.0,0.0,0.0,61.364160864000894,882.143,86793,63683,23110,26.6,98.38880997752065,suburban,113.0,89.0,237.0,56.0,44.0,168.0,"$51,646",6,"$50,000 to $74,999",12396.86
364,Waller,TX,251989301100.0,18900500.04,356409008.0,14058690.79,54493.9996,20036.676,2582.4366,31874.887000000002,36.8,4.7,58.5,36.7685911708161,513.429,43205,16573,26632,61.6,84.14973803634382,rural,105.0,99.0,358.0,50.0,49.0,237.0,"$59,807",6,"$50,000 to $74,999",12396.86
365,Ward,TX,27810769330.0,2277005.444,90531090.3,1413125.52,15656.99968,14863.989,335.31088,457.6998,94.9,2.1,2.9,54.93510451046393,835.602,10658,7686,2972,27.9,12.754876125236656,suburban,324.0,275.0,264.0,190.0,159.0,191.0,"$53,621",6,"$50,000 to $74,999",12396.86
366,Wilson,TX,100882822000.0,25536311.4,396625448.0,19314140.88,57853.99980000001,7930.8778,0.0,49923.122,13.7,0.0,86.3,13.708434723066562,803.733,42918,6068,36850,85.9,53.39833004243946,rural,193.0,132.0,268.0,102.0,70.0,194.0,"$71,207",6,"$50,000 to $74,999",12396.86
367,Winkler,TX,35792244000.0,2252489.2,66282252.0,1518310.89,11084.0,8900.8401,0.0,2183.1599,80.3,0.0,19.7,40.30350166498427,841.107,7110,5821,1289,18.1,8.453145675877147,suburban,303.0,309.0,260.0,175.0,181.0,187.0,"$56,781",6,"$50,000 to $74,999",12396.86
368,Wise,TX,563196250000.0,44530095.0,638857370.0,33992439.0,90800.0,0.0,0.0,90800.0,0.0,0.0,100.0,0.0,904.422,59127,16492,42635,72.1,65.37545526314044,rural,57.0,114.0,203.0,23.0,59.0,134.0,"$66,387",6,"$50,000 to $74,999",12396.86
369,Yoakum,TX,36205202000.0,2282703.4,66859058.0,1540526.4500000004,11173.0,8938.4,0.0,2234.6,80.0,0.0,20.0,40.0,799.708,7879,4938,2941,37.3,9.85234610632881,suburban,301.0,295.0,270.0,173.0,174.0,196.0,"$61,560",6,"$50,000 to $74,999",12396.86
370,Brooks,TX,26065202200.0,1964103.0,38873133.9,1237357.77,6386.0,5108.8,0.0,1277.2,80.0,0.0,20.0,40.0,943.363,7223,4929,2294,31.8,7.656641550875379,suburban,329.0,314.0,156.0,193.0,183.0,88.0,"$30,116",4,"$25,000 to $34,999",11337.21
371,Hall,TX,17158285000.0,1006564.2,20806564.0,768369.65,3025.0,0.0,0.0,3025.0,0.0,0.0,100.0,0.0,883.492,3353,0,3353,100.0,3.7951673586178485,rural,356.0,353.0,236.0,214.0,214.0,167.0,"$32,597",4,"$25,000 to $34,999",11337.21
372,Starr,TX,294060009000.0,17146994.4,339369890.0,10802369.6,55751.0,44600.8,0.0,11150.2,80.0,0.0,20.0,40.0,1223.178,60968,46515,14453,23.7,49.843890387261396,suburban,94.0,137.0,93.0,46.0,73.0,39.0,"$30,490",4,"$25,000 to $34,999",11337.21
373,Willacy,TX,64497703000.0,4860124.6,96190614.0,3061811.33,15802.0,12641.6,0.0,3160.4,80.0,0.0,20.0,40.0,590.554,22134,14481,7653,34.6,37.48006109517504,suburban,238.0,170.0,336.0,127.0,93.0,230.0,"$33,171",4,"$25,000 to $34,999",11337.21
374,Zapata,TX,45568793000.0,3699070.86,73211272.0,2330363.63,12027.0,9621.6,0.0,2405.4,80.0,0.0,20.0,40.0,998.411,14018,10719,3299,23.5,14.040295990032172,suburban,274.0,269.0,136.0,152.0,155.0,73.0,"$33,160",4,"$25,000 to $34,999",11337.21
375,Zavala,TX,39470958800.0,2697027.74,53379035.0,1699090.1900000004,8769.0,7015.2,0.0,1753.8,80.0,0.0,20.0,40.0,1297.406,11677,7236,4441,38.0,9.00026668598727,suburban,296.0,302.0,84.0,170.0,177.0,32.0,"$30,076",4,"$25,000 to $34,999",11337.21
376,Rockwall,TX,520285470000.0001,24068665.00000001,556845430.0000001,14276542.000000007,95339.0,95339.0,0.0,2.069119e-11,100.0,0.0,0.0,100.0,127.036,78337,65775,12562,16.0,616.6519726691646,suburban,62.0,25.0,398.0,26.0,11.0,254.0,"$102,858",8,"$100,000 to $124,999",12765.37
